property_area,house_age,house_style,neighborhood,overall_quality,overall_condition,spaciousness,liv_lot_ratio,remodel_age,bath_area,bsmt_area,garage_area,garage_age,has_2ndfloor,has_porch,has_pool,has_multiple_kitchen,sale_price
2861,10,1Story,CollgCr,6,5,242.0,0.0,8,2.0,1293,530,19.0,0,1,0,0,145247
2553,44,2Story,NWAmes,6,6,274.0,0.0,32,2.5,832,626,29.0,1,1,0,0,129441
4053,90,1.5Fin,Crawfor,6,7,264.0,0.0,56,2.5,1022,398,50.0,1,1,0,0,162371
2787,47,1Story,NAmes,5,5,172.0,0.0,7,2.0,1363,498,45.0,0,1,0,0,130162
2085,45,1.5Fin,NAmes,6,6,259.0,0.0,57,1.5,873,225,54.0,1,1,0,0,148561
2728,36,1Story,NWAmes,8,5,271.0,0.0,2,3.0,1349,954,30.0,0,1,0,0,260926
3341,3,1Story,CollgCr,8,5,226.0,0.0,-1,3.0,2324,456,4.0,0,1,0,0,247004
3450,13,2Story,SawyerW,7,5,269.0,0.0,11,2.5,825,441,17.0,1,1,0,0,237251
2497,0,1Story,Somerst,7,5,206.0,0.0,1,2.0,1911,462,2.0,0,1,0,0,222506
1599,47,1Story,NAmes,6,7,188.0,0.0,13,2.0,693,508,20.0,0,1,0,0,138821
3398,48,1Story,NAmes,5,6,185.0,0.0,58,2.0,1246,287,50.0,0,1,0,0,127214
3205,5,2Story,SawyerW,7,5,250.0,0.0,11,2.5,825,569,21.0,1,1,0,0,241836
3890,0,1Story,NridgHt,8,5,229.0,0.0,3,3.0,1567,822,5.0,0,1,0,0,285372
1481,56,1Story,Edwards,5,7,158.0,0.0,6,1.0,0,212,34.0,0,1,0,0,92923
1572,50,1Story,NAmes,5,5,160.0,0.0,56,1.0,796,303,46.0,0,0,0,0,152366
3075,49,1Story,NAmes,5,5,219.0,0.0,16,2.0,1563,540,62.0,0,1,0,0,124807
2579,94,2Story,OldTown,7,9,216.0,0.0,7,1.5,667,349,71.0,1,1,0,0,157295
1968,33,2Story,NAmes,6,6,166.0,0.0,32,1.5,727,294,47.0,1,1,0,0,130708
2913,41,1Story,Mitchel,5,5,203.0,0.0,32,2.0,1692,560,35.0,0,1,0,0,95066
3359,0,2Story,Gilbert,6,5,263.0,0.0,8,2.5,921,466,5.0,1,1,0,0,162457
3434,4,2Story,SawyerW,7,5,267.0,0.0,15,3.5,672,573,7.0,1,1,0,0,242241
3290,39,1Story,NWAmes,6,6,210.0,0.0,28,2.5,1166,461,34.0,0,1,0,0,163367
2527,11,1Story,CollgCr,7,5,238.0,0.0,3,3.0,1234,656,10.0,0,1,0,0,251599
2617,4,1Story,CollgCr,9,5,228.0,0.0,4,3.0,1317,937,5.0,0,1,0,0,249085
2982,24,2Story,Crawfor,6,5,274.0,0.0,11,2.5,792,399,25.0,1,1,0,0,195998
1526,25,1Story,Sawyer,5,5,195.0,0.0,42,2.0,1067,551,35.0,0,1,0,0,156103
2365,64,1Story,NAmes,5,6,181.0,0.0,56,2.0,1034,346,41.0,0,1,0,0,142724
1930,80,1Story,Edwards,4,3,173.0,0.0,51,1.0,533,0,,0,0,0,0,86856
2166,57,1Story,NAmes,5,5,174.0,0.0,51,2.0,635,316,41.0,0,1,0,0,92082
2230,57,1.5Fin,NAmes,6,6,219.0,0.0,58,2.0,816,507,44.0,1,1,0,0,128160
3403,8,2Story,NoRidge,7,5,269.0,0.0,14,3.5,1428,531,11.0,1,1,0,0,199027
2605,6,1Story,CollgCr,6,5,255.0,0.0,5,2.0,1079,427,1.0,0,1,0,0,171077
3447,6,1Story,NridgHt,8,5,291.0,0.0,-1,3.0,1522,905,5.0,0,1,0,0,259586
1609,58,1Story,NAmes,6,5,182.0,0.0,55,2.0,757,206,52.0,0,1,0,0,107230
2345,45,1Story,CollgCr,6,5,240.0,0.0,37,2.0,1237,525,5.0,0,1,0,0,191401
2763,5,1Story,CollgCr,7,5,291.0,0.0,7,3.0,1357,486,5.0,0,1,0,0,159216
1760,103,1.5Fin,OldTown,5,6,181.0,0.0,60,2.0,457,348,76.0,1,1,0,0,149475
2038,1,1Story,CollgCr,7,5,248.0,0.0,1,2.5,1290,441,6.0,0,1,0,0,250678
2957,9,1Story,CollgCr,7,5,222.0,0.0,5,2.5,1432,704,13.0,0,1,0,0,272913
1738,42,1Story,NAmes,5,5,203.0,0.0,28,2.0,1112,443,50.0,0,1,0,0,150637
1589,92,1.5Fin,OldTown,5,4,178.0,0.0,56,1.0,965,214,73.0,1,1,0,0,81983
3162,53,1.5Fin,OldTown,6,7,258.0,0.0,10,2.0,804,409,15.0,1,1,0,0,151988
3083,32,1Story,SawyerW,6,5,227.0,0.0,5,2.5,924,565,1.0,0,1,0,0,150408
1488,84,1.5Fin,IDOTRR,5,6,207.0,0.0,53,1.0,622,259,49.0,1,1,0,0,121207
3307,54,2Story,Crawfor,7,9,301.0,0.0,4,2.5,754,627,36.0,1,1,0,0,169961
2595,7,1Story,CollgCr,7,5,204.0,0.0,7,2.0,1214,551,4.0,0,1,0,0,222293
2525,6,2Story,CollgCr,7,5,271.0,0.0,3,3.5,1423,731,5.0,1,1,0,0,265593
2465,25,1Story,CollgCr,6,5,170.0,0.0,31,2.0,1591,490,6.0,0,1,0,0,159137
1921,86,1.5Fin,BrkSide,5,6,174.0,0.0,56,1.0,826,249,63.0,1,1,0,0,142874
1916,42,2Story,Somerst,7,5,264.0,1.0,9,2.5,685,407,8.0,1,1,0,0,180752
2014,48,1Story,Edwards,4,5,175.0,0.0,57,1.0,1014,12,,0,0,0,0,93373
2026,8,2Story,Gilbert,6,5,228.0,0.0,13,2.5,859,606,9.0,1,1,0,0,207408
3072,8,1Story,CollgCr,7,5,152.0,0.0,2,2.0,1082,623,0.0,0,1,0,0,194628
1823,57,2Story,NAmes,6,5,220.0,0.0,14,2.0,999,535,58.0,1,1,0,0,138863
1825,36,1Story,NAmes,4,5,196.0,0.0,52,1.0,898,283,45.0,0,0,0,0,98536
1951,85,2Story,BrkSide,6,7,178.0,0.0,18,2.0,896,365,29.0,1,1,0,0,147618
2038,53,1Story,NAmes,5,5,205.0,0.0,36,2.0,792,553,29.0,0,0,0,0,196347
2604,31,1Story,NWAmes,6,5,171.0,0.0,37,2.0,1915,700,30.0,0,1,0,0,224097
1647,43,1Story,NAmes,5,5,170.0,0.0,60,1.0,1086,275,46.0,0,0,0,0,130308
2998,8,1Story,CollgCr,7,5,237.0,0.0,4,2.0,1791,838,11.0,0,1,0,0,291077
2601,8,1Story,Somerst,8,5,256.0,0.0,2,2.0,1561,540,0.0,0,1,0,0,213704
1996,49,1Story,NAmes,5,5,192.0,0.0,57,1.0,883,539,54.0,0,1,0,0,103336
3251,12,2Story,NoRidge,8,5,306.0,0.0,18,3.5,1654,699,19.0,1,1,0,0,241802
2422,1,2Story,CollgCr,6,5,236.0,0.0,15,2.5,841,501,5.0,1,1,0,0,177496
3292,12,2Story,Gilbert,7,5,252.0,0.0,5,2.5,975,450,20.0,1,1,0,0,178601
3350,1,1Story,Somerst,7,5,284.0,0.0,1,2.0,1442,431,4.0,0,1,0,0,268462
2996,7,1Story,CollgCr,5,5,183.0,0.0,5,2.0,1111,463,10.0,0,1,0,0,156509
2017,94,2Story,OldTown,6,7,262.0,0.0,13,2.0,626,387,19.0,1,1,0,0,166324
2110,95,1.5Fin,OldTown,5,6,163.0,0.0,54,1.0,922,148,65.0,1,1,0,0,118421
1866,70,1.5Fin,OldTown,5,7,170.0,0.0,60,1.0,885,284,72.0,0,1,0,0,88244
3777,6,1Story,NridgHt,9,5,269.0,0.0,0,3.0,1752,775,3.0,0,1,0,0,322301
2842,55,1Story,NAmes,5,5,197.0,0.0,9,2.0,605,437,60.0,0,1,0,0,140385
3081,12,2Story,OldTown,7,5,248.0,0.0,13,3.5,627,539,20.0,1,1,0,0,175586
2876,36,1Story,NAmes,6,5,219.0,0.0,1,2.5,1240,513,44.0,0,1,0,0,189227
3236,1,1Story,Somerst,7,5,271.0,0.0,3,3.0,1202,850,5.0,0,1,0,0,231398
1364,63,1Story,NAmes,5,5,146.0,0.0,56,1.0,883,304,48.0,0,0,0,0,113709
3087,4,2Story,CollgCr,7,5,282.0,0.0,10,2.5,1171,545,4.0,1,1,0,0,201420
1914,1,1Story,CollgCr,9,5,246.0,0.0,5,3.0,1970,763,6.0,0,1,0,0,232567
3419,6,1Story,Somerst,8,5,288.0,0.0,1,3.0,1703,489,0.0,0,1,0,0,191754
1928,55,1Story,NAmes,5,5,182.0,0.0,49,1.0,934,262,39.0,0,0,0,0,146461
2237,5,2Story,Gilbert,7,5,218.0,0.0,17,3.5,565,544,16.0,1,1,0,0,245647
2598,5,2Story,Gilbert,7,5,279.0,0.0,8,2.5,792,541,5.0,1,1,0,0,183841
3362,94,1.5Fin,OldTown,6,7,241.0,0.0,15,2.0,934,382,85.0,1,1,0,0,103072
2123,38,1Story,NAmes,6,6,177.0,0.0,31,2.0,1115,526,49.0,0,1,0,0,122838
1958,57,1Story,NAmes,5,5,169.0,0.0,42,2.0,771,304,44.0,0,1,0,0,148097
3472,12,2Story,NridgHt,8,5,296.0,0.0,6,3.5,1723,946,6.0,1,1,0,0,273117
1677,77,1.5Fin,OldTown,5,6,200.0,0.0,54,2.0,1040,320,59.0,1,1,0,0,110311
3257,57,2Story,NAmes,6,6,371.0,0.0,60,2.5,715,541,44.0,1,1,0,0,205284
1925,99,1Story,BrkSide,5,6,170.0,0.0,54,1.0,832,280,69.0,0,1,0,0,116267
1830,45,1Story,NAmes,5,5,167.0,0.0,8,1.0,853,287,51.0,0,1,0,0,124778
2394,15,1Story,Gilbert,6,5,185.0,0.0,4,2.0,918,441,6.0,0,1,0,0,169006
1942,41,1Story,NAmes,5,6,194.0,0.0,55,1.0,645,272,37.0,0,1,0,0,100441
1695,91,1.5Fin,OldTown,6,7,188.0,0.0,55,2.0,733,466,43.0,1,1,0,0,113871
3234,6,1Story,Somerst,7,5,309.0,0.0,1,2.5,1799,629,8.0,0,1,0,0,229075
2716,106,2Story,OldTown,6,7,205.0,0.0,7,2.0,895,682,78.0,1,1,0,0,176743
3826,4,1Story,Timber,8,5,273.0,0.0,6,3.0,1806,864,0.0,0,1,0,0,338737
1572,46,1Story,NAmes,5,5,168.0,0.0,26,1.0,764,205,48.0,0,0,0,0,147853
2006,99,1.5Fin,OldTown,5,7,170.0,0.0,4,1.0,889,234,54.0,1,1,0,0,134466
1726,97,2Story,NAmes,6,6,206.0,0.0,54,1.5,552,289,50.0,1,1,0,0,139816
2107,6,1Story,Gilbert,6,5,209.0,0.0,9,2.0,709,522,4.0,0,1,0,0,168883
4189,13,2Story,NoRidge,8,5,326.0,0.0,7,3.5,686,705,18.0,1,1,0,0,341913
3462,3,2Story,Timber,7,5,334.0,0.0,8,2.5,2179,681,5.0,1,1,0,0,230569
2355,43,1Story,NWAmes,6,5,358.0,0.0,34,2.5,1283,537,38.0,0,1,0,0,193933
1772,56,1Story,CollgCr,5,5,184.0,0.0,9,2.0,958,423,21.0,0,1,0,0,131276
1778,56,1Story,NAmes,5,5,168.0,0.0,2,1.0,680,256,39.0,0,0,0,0,105562
2881,3,1Story,NridgHt,8,5,227.0,0.0,0,3.0,1498,697,4.0,0,1,0,0,280774
2731,37,2Story,NWAmes,6,5,192.0,0.0,38,2.5,731,593,28.0,1,1,0,0,166640
3067,23,2Story,Edwards,6,5,236.0,0.0,1,2.0,839,403,4.0,1,1,0,0,152628
1540,16,1Story,Edwards,5,7,178.0,0.0,11,2.0,918,439,17.0,0,1,0,0,101428
3397,9,1Story,Mitchel,7,5,289.0,0.0,2,3.0,2094,811,9.0,0,1,0,0,431127
2273,13,2Story,OldTown,7,5,280.0,0.0,12,2.5,674,414,23.0,1,1,0,0,234671
1354,34,1Story,CollgCr,5,5,138.0,0.0,48,2.0,884,642,37.0,0,1,0,0,136003
2930,95,2Story,OldTown,7,5,263.0,0.0,5,2.0,676,387,17.0,1,1,0,0,138526
1978,40,1Story,NAmes,5,5,188.0,0.0,6,2.0,879,532,29.0,0,1,0,0,132277
2406,104,1.5Fin,OldTown,5,6,186.0,0.0,53,1.5,899,295,78.0,1,1,0,0,100826
1888,108,2Story,OldTown,7,9,221.0,0.0,10,2.0,687,235,76.0,1,1,0,0,154817
1390,35,2Story,MeadowV,6,5,194.0,0.0,36,1.5,945,599,24.0,1,1,0,0,121560
2044,44,2Story,NAmes,6,7,235.0,0.0,5,2.5,1053,553,45.0,1,1,0,0,144641
3681,3,2Story,Somerst,7,5,221.0,0.0,2,2.5,840,677,1.0,1,1,0,0,266799
1108,39,1Story,NAmes,5,5,200.0,0.0,57,1.0,916,240,38.0,0,0,0,0,104036
3676,9,2Story,Somerst,7,5,336.0,0.0,2,2.5,1116,460,0.0,1,1,0,0,262184
2161,98,1.5Fin,OldTown,6,7,298.0,0.0,54,2.0,882,477,52.0,1,1,0,0,140476
1724,46,2Story,MeadowV,6,5,180.0,0.0,39,1.5,677,565,27.0,1,1,0,0,119977
2803,0,1Story,CollgCr,7,5,214.0,0.0,1,2.0,1810,591,8.0,0,1,0,0,162602
1830,35,1Story,NAmes,6,5,174.0,0.0,34,2.0,923,495,44.0,0,1,0,0,118888
2010,42,1Story,NAmes,5,6,195.0,0.0,43,2.0,763,298,34.0,0,1,0,0,135840
3096,86,2Story,Crawfor,6,6,264.0,0.0,59,1.5,1207,224,103.0,1,1,0,0,154290
4116,0,1Story,NridgHt,8,5,252.0,0.0,-1,3.0,1483,927,1.0,0,1,0,0,224827
2387,103,2Story,OldTown,7,8,239.0,0.0,19,2.0,773,696,22.0,1,1,0,0,225678
2883,5,2Story,Somerst,8,5,252.0,0.0,1,2.5,956,800,0.0,1,1,0,0,242540
3669,6,2Story,Somerst,8,5,251.0,0.0,7,3.5,1149,587,4.0,1,1,0,0,236986
2654,3,1Story,CollgCr,7,5,168.0,0.0,-1,2.0,1146,459,1.0,0,1,0,0,145321
1079,48,1.5Fin,NAmes,5,5,145.0,0.0,57,2.0,787,279,38.0,1,1,0,0,118642
4000,13,1Story,CollgCr,7,5,228.0,0.0,4,2.0,1943,826,1.0,0,1,0,0,269186
2933,38,1Story,NAmes,5,6,213.0,0.0,23,2.0,1521,461,28.0,0,1,0,0,113808
2359,26,1Story,NWAmes,6,6,230.0,0.0,39,2.0,1063,563,29.0,0,1,0,0,125296
3041,30,1Story,Mitchel,5,5,176.0,0.0,19,2.0,1657,591,32.0,0,1,0,0,123580
2476,33,1Story,NAmes,6,5,260.0,0.0,9,2.0,1437,569,38.0,0,1,0,0,151979
1114,83,1.5Fin,IDOTRR,5,6,197.0,0.0,54,1.0,668,260,58.0,1,1,0,0,124991
2872,50,2Story,NAmes,6,5,258.0,0.0,24,2.5,742,436,46.0,1,1,0,0,128751
1899,90,1Story,OldTown,5,7,206.0,0.0,55,1.0,630,267,94.0,0,1,0,0,57851
1906,40,1.5Fin,NAmes,5,7,179.0,0.0,52,1.5,766,277,36.0,1,1,0,0,125342
1877,93,1.5Fin,BrkSide,5,6,178.0,0.0,56,1.0,855,137,78.0,0,1,0,0,136651
2497,5,2Story,CollgCr,7,5,255.0,0.0,6,2.5,781,458,2.0,1,1,0,0,183347
1779,94,2Story,Crawfor,6,6,185.0,0.0,60,1.5,677,256,69.0,1,1,0,0,140739
2763,25,1Story,NAmes,6,5,225.0,0.0,11,2.0,1686,537,34.0,0,1,0,0,275253
2435,7,1Story,CollgCr,7,5,195.0,0.0,1,2.0,1185,564,3.0,0,1,0,0,208936
4308,12,2Story,NoRidge,7,5,220.0,0.0,15,3.5,981,719,20.0,1,1,0,0,253069
1684,63,1Story,NAmes,5,7,186.0,0.0,8,1.0,709,324,16.0,0,1,0,0,104157
2277,38,1Story,NWAmes,6,5,223.0,0.0,34,2.0,1132,453,29.0,0,1,0,0,193638
3250,20,2Story,NoRidge,7,5,240.0,0.0,17,3.5,903,663,21.0,1,1,0,0,267883
1597,45,1Story,NAmes,5,5,153.0,0.0,36,1.0,989,490,34.0,0,0,0,0,150112
1965,42,1Story,SawyerW,7,5,272.0,0.0,8,2.0,1656,531,13.0,0,1,0,0,181631
1995,36,1Story,NAmes,5,5,187.0,0.0,2,1.0,770,318,53.0,0,0,0,0,156861
1918,74,2Story,SWISU,6,6,205.0,0.0,32,2.0,718,0,31.0,1,1,0,0,134876
1985,99,1.5Fin,OldTown,6,8,229.0,0.0,55,2.0,463,177,86.0,1,1,0,0,134560
3353,17,2Story,Gilbert,7,5,296.0,0.0,6,3.5,935,541,8.0,1,1,0,0,250814
1083,61,1Story,NAmes,4,5,139.0,0.0,60,1.0,879,283,45.0,0,0,0,0,82818
1658,30,1Story,NAmes,5,5,185.0,0.0,39,1.0,786,586,43.0,0,1,0,0,125830
2976,14,1Story,CollgCr,9,5,311.0,0.0,8,3.0,1570,857,10.0,0,1,0,0,217388
3629,30,1Story,NAmes,5,5,181.0,0.0,29,2.0,1759,485,44.0,0,1,0,1,209728
1966,95,2Story,Edwards,6,5,178.0,0.0,4,2.0,650,213,23.0,1,1,0,0,101239
3183,30,2Story,NWAmes,6,5,215.0,0.0,1,2.5,799,438,36.0,1,1,0,0,192592
1815,84,1Story,OldTown,3,3,169.0,0.0,58,1.0,736,38,,0,1,0,0,105460
1945,85,1.5Fin,OldTown,5,7,140.0,0.0,58,2.0,580,230,39.0,1,1,0,0,106820
1377,14,2Story,OldTown,6,5,171.0,0.0,18,2.0,744,370,25.0,1,1,0,0,99422
3003,10,1Story,CollgCr,7,5,206.0,0.0,4,3.0,1497,598,1.0,0,1,0,0,316406
2989,8,1Story,CollgCr,7,5,270.0,0.0,-1,2.0,1443,522,2.0,0,1,0,0,239783
1523,84,1.5Fin,Edwards,5,7,170.0,0.0,2,2.0,715,0,37.0,1,1,0,0,95127
2049,55,1.5Fin,NAmes,6,6,178.0,0.0,54,2.0,917,318,48.0,1,1,0,0,147204
2736,60,1Story,CollgCr,6,5,262.0,0.0,4,2.0,1552,459,37.0,0,1,0,0,189951
4085,14,2Story,CollgCr,7,5,248.0,0.0,12,3.5,872,533,6.0,1,1,0,0,224363
1553,45,1Story,NAmes,5,6,199.0,0.0,36,2.0,756,286,34.0,0,1,0,0,121654
4645,4,1Story,NridgHt,8,5,240.0,0.0,-1,2.5,1094,799,5.0,0,1,0,0,355279
2446,29,1Story,NAmes,5,6,148.0,0.0,32,2.0,612,495,31.0,0,1,0,0,149549
2629,12,2Story,CollgCr,7,5,260.0,0.0,8,2.5,1022,484,14.0,1,1,0,0,218318
2053,36,1Story,NAmes,5,5,192.0,0.0,41,2.0,825,430,48.0,0,1,0,0,117910
2263,9,2Story,Gilbert,7,5,313.0,0.0,10,2.5,921,619,8.0,1,1,0,0,214101
1448,60,1Story,NAmes,5,5,195.0,0.0,57,1.0,847,279,52.0,0,0,0,0,139052
3164,58,1Story,NAmes,5,5,213.0,0.0,56,2.0,1700,632,41.0,0,1,0,0,158008
3129,43,1Story,CollgCr,6,5,245.0,0.0,-1,2.0,784,484,33.0,0,1,0,0,168616
3093,14,2Story,Gilbert,7,5,161.0,0.0,12,3.5,620,499,20.0,1,1,0,0,239484
2597,15,2Story,Gilbert,7,5,236.0,0.0,9,2.5,832,436,4.0,1,1,0,0,172115
2986,1,1Story,CollgCr,5,5,200.0,0.0,3,2.0,1306,480,20.0,0,1,0,0,145045
2360,35,1Story,NWAmes,6,5,213.0,0.0,34,2.0,1679,457,30.0,0,1,0,0,224398
1751,40,1Story,NAmes,6,7,164.0,0.0,0,2.0,758,242,35.0,0,1,0,0,148753
3162,40,1Story,CollgCr,7,5,192.0,0.0,-1,2.0,1354,384,10.0,0,1,0,0,192641
1700,36,2Story,NWAmes,6,6,260.0,0.0,30,2.5,818,435,29.0,1,1,0,0,149416
2672,3,1Story,CollgCr,7,5,194.0,0.0,4,2.0,1622,553,18.0,0,1,0,0,183093
2919,0,1Story,Somerst,7,5,234.0,0.0,-1,2.0,1177,506,1.0,0,1,0,0,140207
2611,49,2Story,NAmes,7,7,330.0,0.0,9,2.5,729,559,34.0,1,1,0,0,184844
3092,10,2Story,Gilbert,7,5,319.0,0.0,5,3.5,839,655,4.0,1,1,0,0,302500
4080,14,2Story,CollgCr,8,5,252.0,0.0,4,2.5,1354,901,0.0,1,1,0,0,326910
2438,33,1Story,CollgCr,6,5,228.0,0.0,4,2.0,1190,469,9.0,0,1,0,0,128642
2227,37,1Story,CollgCr,7,5,199.0,0.0,6,2.0,1422,573,21.0,0,1,0,0,222111
1805,85,1.5Fin,OldTown,6,6,166.0,0.0,58,1.0,698,273,62.0,1,1,0,0,125255
1744,71,1.5Fin,SWISU,5,6,159.0,0.0,53,2.0,679,19,,1,1,0,0,129324
2397,47,1Story,CollgCr,6,5,189.0,0.0,2,2.0,961,589,30.0,0,1,0,0,155398
2929,9,2Story,Gilbert,7,5,257.0,0.0,11,3.5,769,529,17.0,1,1,0,0,255323
3992,10,2Story,NridgHt,8,5,238.0,0.0,-1,3.5,1747,917,2.0,1,1,0,0,328268
3844,108,2Story,OldTown,7,7,257.0,0.0,11,2.0,895,400,15.0,1,1,0,0,181056
1656,51,SLvl,NWAmes,6,5,185.0,0.0,41,1.5,767,504,37.0,0,1,0,0,146858
1527,43,1Story,NAmes,5,7,140.0,0.0,59,1.0,789,253,47.0,0,1,0,0,150832
1927,66,1Story,NAmes,5,5,171.0,0.0,13,2.0,764,456,39.0,0,1,0,0,97846
3754,1,2Story,NridgHt,8,5,330.0,0.0,4,3.5,1664,820,2.0,1,1,0,0,394622
1883,8,1Story,CollgCr,6,5,198.0,0.0,1,2.0,773,479,3.0,0,1,0,0,127196
3989,3,2Story,NoRidge,8,5,387.0,0.0,10,3.5,1821,867,13.0,1,1,0,0,267518
2388,46,1Story,Mitchel,7,5,251.0,0.0,1,2.0,2280,662,16.0,0,1,0,0,251253
2434,28,1Story,CollgCr,6,5,219.0,0.0,31,2.0,1074,480,26.0,0,1,0,0,121760
3523,43,1Story,Edwards,5,5,197.0,0.0,11,2.0,1011,465,55.0,0,1,0,0,122903
3323,14,2Story,CollgCr,7,5,265.0,0.0,5,3.5,1136,777,4.0,1,1,0,0,205333
1638,6,2Story,Gilbert,7,5,333.0,0.0,5,2.5,670,480,16.0,1,1,0,0,236986
2045,72,1Story,NAmes,5,5,204.0,0.0,7,2.0,881,272,49.0,0,1,0,0,153173
2364,38,2Story,NWAmes,7,5,230.0,0.0,6,2.5,785,505,48.0,1,1,0,0,190319
2736,13,1Story,CollgCr,5,5,188.0,0.0,2,2.0,1121,714,2.0,0,1,0,0,164800
1600,43,1Story,NAmes,5,5,166.0,0.0,5,1.0,640,302,38.0,0,0,0,0,81613
3287,5,1Story,CollgCr,7,5,243.0,0.0,3,2.0,1636,829,0.0,0,1,0,0,254502
2874,4,2Story,CollgCr,7,5,227.0,0.0,0,2.5,746,521,0.0,1,1,0,0,181643
1805,6,1Story,CollgCr,6,5,172.0,0.0,11,2.0,815,367,6.0,0,1,0,0,179366
3228,33,2Story,NAmes,6,7,228.0,0.0,36,2.5,835,421,27.0,1,1,0,0,187265
3369,0,1Story,NridgHt,8,5,269.0,0.0,-1,3.0,1816,770,3.0,0,1,0,0,266603
1246,44,1Story,NAmes,5,5,170.0,0.0,7,2.0,757,391,49.0,0,1,0,0,140367
2276,47,2Story,OldTown,6,5,259.0,0.0,13,2.0,688,614,42.0,1,1,0,0,132508
2578,20,1Story,SawyerW,6,5,235.0,0.0,13,2.5,916,430,21.0,0,1,0,0,202734
2171,45,1Story,NAmes,5,7,194.0,0.0,56,2.0,973,262,34.0,0,1,0,0,117470
2382,3,2Story,Somerst,7,5,267.0,0.0,0,2.5,1090,620,0.0,1,1,0,0,299418
2184,90,1Story,OldTown,5,7,178.0,0.0,58,1.0,759,257,78.0,0,1,0,0,107669
1580,94,2Story,OldTown,6,6,168.0,1.0,60,1.5,525,309,41.0,1,1,0,0,105254
1923,50,1Story,NAmes,5,5,195.0,0.0,32,2.0,688,292,25.0,0,1,0,0,160445
2122,24,1Story,Mitchel,5,5,201.0,0.0,27,2.0,799,539,31.0,0,1,0,0,153531
2928,2,1Story,NridgHt,8,5,262.0,0.0,-1,3.0,1266,745,1.0,0,1,0,0,257071
3208,31,1Story,NAmes,6,5,177.0,0.0,34,3.0,1857,479,35.0,0,1,0,0,147831
1879,41,1Story,CollgCr,5,5,191.0,0.0,37,2.0,927,680,22.0,0,1,0,0,160441
2563,17,2Story,Gilbert,7,5,248.0,0.0,12,3.5,1007,624,0.0,1,1,0,0,286332
2675,48,1Story,CollgCr,5,5,161.0,0.0,4,2.0,1369,469,13.0,0,1,0,0,144879
3648,8,1Story,NoRidge,8,5,324.0,0.0,20,3.5,1630,672,15.0,0,1,0,0,286089
1274,68,1Story,NAmes,5,6,172.0,0.0,60,2.0,762,316,39.0,0,1,0,0,118320
3751,59,2Story,SawyerW,7,5,271.0,0.0,9,3.5,973,577,18.0,1,1,0,0,243238
2619,8,1Story,CollgCr,6,5,195.0,0.0,2,2.0,773,351,6.0,0,1,0,0,139795
2263,47,2Story,Edwards,6,5,277.0,0.0,6,2.5,728,452,41.0,1,1,0,0,155543
2827,32,1Story,NWAmes,6,6,170.0,0.0,13,2.0,1080,498,32.0,0,1,0,0,154452
2268,15,2Story,Gilbert,7,5,245.0,0.0,23,2.5,798,611,18.0,1,1,0,0,202435
2003,58,2Story,NAmes,6,5,199.0,0.0,2,1.5,653,208,39.0,1,1,0,0,120816
2872,42,1Story,Mitchel,6,5,226.0,0.0,43,2.0,2019,465,29.0,0,1,0,0,142888
3352,40,1.5Fin,ClearCr,6,6,339.0,0.0,10,3.0,1093,536,49.0,1,1,0,0,219541
1804,41,1Story,Sawyer,5,5,158.0,0.0,36,2.0,1097,507,45.0,0,1,0,0,133783
2887,26,1Story,NWAmes,7,5,196.0,0.0,30,2.0,1608,499,27.0,0,1,0,0,205312
1801,57,2Story,NAmes,6,7,236.0,0.0,16,2.5,880,208,76.0,1,1,0,0,129259
2932,15,1Story,CollgCr,7,5,250.0,0.0,3,3.0,1649,552,10.0,0,1,0,0,268499
1735,52,1Story,Edwards,5,5,173.0,0.0,55,1.0,725,259,46.0,0,1,0,0,103547
2988,9,1Story,CollgCr,7,5,256.0,0.0,2,2.0,1512,520,0.0,0,1,0,0,217066
1408,46,1Story,Edwards,5,5,171.0,0.0,38,1.0,935,545,53.0,0,0,0,0,135463
3696,43,2Story,NWAmes,7,5,273.0,0.0,-1,2.5,946,755,4.0,1,1,0,0,287336
2605,101,2Story,OldTown,6,7,221.0,0.0,20,2.0,1035,756,89.0,1,1,0,0,134103
2874,11,1Story,CollgCr,7,5,222.0,0.0,1,2.0,1313,462,8.0,0,1,0,0,242932
1573,51,1Story,Edwards,5,5,167.0,0.0,5,2.0,602,551,19.0,0,1,0,0,155286
2976,7,2Story,CollgCr,7,5,340.0,0.0,8,2.5,810,640,18.0,1,1,0,0,189951
2659,42,2Story,NWAmes,6,6,250.0,0.0,32,2.5,954,455,30.0,1,1,0,0,184281
1928,55,1Story,NAmes,5,5,197.0,0.0,56,1.0,786,305,57.0,0,0,0,0,112324
1654,91,2Story,OldTown,6,6,210.0,0.0,55,2.0,1269,229,55.0,1,1,0,0,115854
1864,15,1Story,OldTown,5,8,160.0,0.0,12,2.0,511,515,31.0,0,1,0,0,102024
2331,59,2Story,BrDale,7,8,262.0,0.0,34,2.5,702,397,31.0,1,1,0,0,144465
2342,34,1Story,NAmes,5,5,179.0,0.0,45,2.0,1163,571,41.0,0,1,0,0,141454
2412,54,2Story,NAmes,6,5,247.0,0.0,3,2.5,988,488,46.0,1,1,0,0,184063
2782,12,2Story,Gilbert,7,5,250.0,0.0,14,3.5,825,505,16.0,1,1,0,0,222163
